598744391,1,0,NaN
598744391,2,0,NaN
598744391,3,0,NaN
598744391,4,0,NaN
598744391,5,0,NaN
598744391,6,0,NaN
598744391,7,0,NaN
598744391,8,0,NaN
598744391,9,0,NaN
598744391,10,0,NaN
598744391,11,0,NaN
598744391,12,0,NaN
598744391,13,0,NaN
598744391,14,0,NaN
598744391,15,0,NaN
598744391,16,0,NaN
598744391,17,0,NaN
598744391,18,0,NaN
598744391,19,0,NaN
598744391,20,0,NaN
598744391,21,0,NaN
598744391,22,0,NaN
598744391,23,0,NaN
598744391,24,0,NaN
598744391,25,0,NaN
598744391,26,0,NaN
598744391,27,0,NaN
598744391,28,1,0
598744391,37,2,0
598744391,46,3,0
598744391,64,4,0
598744391,82,5,0
598744391,91,6,0
598744391,109,7,0
598744391,118,8,0
598744391,127,9,0
598744391,145,10,0
598744391,172,11,0
598744391,217,12,0
598744391,226,13,0
598744391,235,14,0
598744391,249,14,0.007142857142857143
598744391,271,15,0.006666666666666667
598744391,280,16,0.00625
598744391,289,17,0.0058823529411764705
598744391,298,18,0.005555555555555556
598744391,307,19,0.005263157894736842
598744391,334,20,0.005
598744391,352,21,0.004761904761904762
598744391,370,22,0.004545454545454545
598744391,379,23,0.004347826086956522
598744391,388,24,0.004166666666666667
598744391,424,25,0.004
598744391,478,26,0.0038461538461538464
598744391,489,26,0.007692307692307693
598744391,505,27,0.007407407407407408
598744391,514,28,0.007142857142857143
598744391,523,29,0.006896551724137931
598744391,532,30,0.006666666666666667
598744391,541,31,0.0064516129032258064
598744391,568,32,0.00625
598744391,577,33,0.006060606060606061
598744391,595,34,0.0058823529411764705
598744391,613,35,0.005714285714285714
598744391,622,36,0.005555555555555556
598744391,625,36,0.008333333333333333
598744391,640,37,0.008108108108108109
598744391,649,38,0.007894736842105263
598744391,667,39,0.007692307692307693
598744391,685,40,0.0075
598744391,694,41,0.007317073170731708
598744391,703,42,0.007142857142857143
598744391,705,42,0.009523809523809525
598744391,712,43,0.009302325581395349
598744391,713,43,0.011627906976744186
598744391,730,44,0.011363636363636364
598744391,737,44,0.013636363636363636
598744391,739,45,0.013333333333333334
598744391,757,46,0.013043478260869565
598744391,761,46,0.015217391304347827
598744391,766,47,0.014893617021276596
598744391,785,47,0.01702127659574468
598744391,793,48,0.01875
598744391,809,48,0.020833333333333332
598744391,811,49,0.02040816326530612
598744391,817,49,0.022448979591836733
598744391,838,50,0.022
598744391,865,51,0.021568627450980392
598744391,874,52,0.021153846153846155
598744391,883,53,0.020754716981132074
598744391,892,54,0.020370370370370372
598744391,905,54,0.022222222222222223
598744391,910,55,0.02181818181818182
598744391,919,56,0.02142857142857143
598744391,955,57,0.021052631578947368
598744391,961,57,0.02280701754385965
598744391,964,58,0.022413793103448276
598744391,973,59,0.022033898305084745
598744391,982,60,0.021666666666666667
598744391,1000,61,0.021311475409836064
598744391,1001,61,0.022950819672131147
598744391,1027,62,0.02258064516129032
598744391,1045,63,0.022222222222222223
598744391,1063,64,0.021875
598744391,1081,65,0.021538461538461538
598744391,1089,65,0.023076923076923078
598744391,1090,66,0.022727272727272728
598744391,1099,67,0.022388059701492536
598744391,1108,68,0.022058823529411766
598744391,1117,69,0.021739130434782608
598744391,1129,69,0.02318840579710145
598744391,1135,70,0.022857142857142857
598744391,1144,71,0.022535211267605635
598744391,1162,72,0.022222222222222223
598744391,1171,73,0.021917808219178082
598744391,1180,74,0.021621621621621623
598744391,1207,75,0.021333333333333333
598744391,1216,76,0.021052631578947368
598744391,1261,77,0.02077922077922078
598744391,1306,78,0.020512820512820513
598744391,1315,79,0.020253164556962026
598744391,1324,80,0.02
598744391,1333,81,0.019753086419753086
598744391,1342,82,0.01951219512195122
598744391,1351,83,0.01927710843373494
598744391,1369,84,0.01904761904761905
