3657052978,1,0,NaN
3657052978,2,0,NaN
3657052978,3,0,NaN
3657052978,4,0,NaN
3657052978,5,0,NaN
3657052978,6,0,NaN
3657052978,7,0,NaN
3657052978,8,0,NaN
3657052978,9,0,NaN
3657052978,10,1,0
3657052978,82,2,0
3657052978,100,3,0
3657052978,109,4,0
3657052978,127,5,0
3657052978,145,6,0
3657052978,154,7,0
3657052978,163,8,0
3657052978,217,9,0
3657052978,235,10,0
3657052978,244,11,0
3657052978,271,12,0
3657052978,280,13,0
3657052978,298,14,0
3657052978,316,15,0
3657052978,334,16,0
3657052978,343,17,0
3657052978,361,18,0
3657052978,370,19,0
3657052978,388,20,0
3657052978,433,21,0
3657052978,469,22,0
3657052978,478,23,0
3657052978,532,24,0
3657052978,586,25,0
3657052978,631,26,0
3657052978,640,27,0
3657052978,658,28,0
3657052978,685,29,0
3657052978,694,30,0
3657052978,703,31,0
3657052978,721,32,0
3657052978,730,33,0
3657052978,739,34,0
3657052978,748,35,0
3657052978,793,35,0.002857142857142857
3657052978,820,36,0.002777777777777778
3657052978,829,37,0.002702702702702703
3657052978,838,38,0.002631578947368421
3657052978,874,39,0.002564102564102564
3657052978,883,40,0.0025
3657052978,892,41,0.0024390243902439024
3657052978,946,42,0.002380952380952381
3657052978,955,43,0.002325581395348837
3657052978,964,44,0.0022727272727272726
3657052978,982,45,0.0022222222222222222
3657052978,991,46,0.002173913043478261
3657052978,1018,47,0.002127659574468085
3657052978,1027,48,0.0020833333333333333
3657052978,1036,49,0.0020408163265306124
3657052978,1054,50,0.002
3657052978,1063,51,0.00196078431372549
3657052978,1065,51,0.00392156862745098
3657052978,1072,52,0.0038461538461538464
3657052978,1108,53,0.0037735849056603774
3657052978,1117,54,0.003703703703703704
3657052978,1126,55,0.0036363636363636364
3657052978,1135,56,0.0035714285714285713
3657052978,1144,57,0.0035087719298245615
3657052978,1153,58,0.0034482758620689655
3657052978,1171,59,0.003389830508474576
3657052978,1189,60,0.0033333333333333335
3657052978,1198,61,0.003278688524590164
3657052978,1225,62,0.0032258064516129032
3657052978,1243,63,0.0031746031746031746
3657052978,1252,64,0.003125
